timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState,time_str,actual_occupancy
2026-07-31 09:00:33.154000+05:30,28.6,76.5,455,0,1,49,24.6,75.9,0,955.4,0,0,28.2,70.0,406,0,1,26,0,0,0,0,0,0,19.9,70.3,423,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:00:38.202000+05:30,28.6,75.9,429,0,1,37,24.6,75.9,0,955.4,0,0,28.2,70.0,400,0,1,21,0,0,0,0,0,0,19.9,70.3,428,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:00:43.153000+05:30,28.6,75.2,429,0,1,37,24.6,75.6,0,955.4,0,0,28.2,69.8,417,0,1,31,0,0,0,0,0,0,19.9,70.3,428,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:00:48.153000+05:30,28.6,74.9,443,0,1,43,24.6,75.3,0,955.4,0,0,28.2,69.3,410,0,1,28,0,0,0,0,0,0,19.8,70.5,441,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:00:53.154000+05:30,28.6,75.1,422,0,1,33,24.6,75.0,0,955.5,0,0,28.2,69.0,401,0,1,24,0,0,0,0,0,0,19.7,70.6,431,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:00:58.153000+05:30,28.6,74.8,417,0,1,31,24.6,74.7,0,955.4,0,0,28.2,68.8,404,0,1,26,0,0,0,0,0,0,19.6,70.6,424,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:01:03.153000+05:30,28.6,74.6,434,0,1,39,24.6,74.7,0,955.4,0,0,28.2,68.8,435,0,1,40,0,0,0,0,0,0,19.6,70.6,429,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:01:08.153000+05:30,28.6,74.6,431,0,1,37,24.6,74.6,0,955.4,0,0,28.2,68.7,427,0,1,36,0,0,0,0,0,0,19.5,70.6,420,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:01:13.153000+05:30,28.6,75.1,408,0,1,27,24.6,74.0,0,955.4,0,0,28.2,68.2,400,0,1,20,0,0,0,0,0,0,19.4,70.7,412,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
2026-07-31 09:01:18.159000+05:30,28.6,74.9,410,0,1,28,24.6,74.0,0,955.4,0,0,28.2,68.2,404,0,1,25,0,0,0,0,0,0,19.4,70.7,416,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,09:00:00,0
