time,outdoor_t,outdoor_h,outdoor_c,room_t,room_h,room_c,supply_t,supply_h,supply_c,mixed_t,cooled_t,heated_t,flow,zone_ideal_temp,zone_ideal_hum,zone_ideal_co2,zone_u_cmd,ahu_oa_flow_sp,ahu_cc_temp_sp,ahu_hc_temp_sp,ahu_hum_w_sp,fan_cmnd,mixer_ratio,cooler_cmd,heater_cmd,damper_cmnd
1785828367.992119,28.2,80.9,406,24.4,89.1,411,28.1,82.4,456,30.39657131713396,28.1,28.1,0,10.0,0.007618062835500986,528.4052566476023,0.12040000000000001,0.18999662804813935,12.751590580347848,12.751581055730671,0.00916208463535325,90.0,100.0,1.0,0.0,100.0
1785828373.0012314,28.2,80.9,422,24.4,89.1,422,28.1,82.4,450,34.12115308853691,28.1,28.1,0,10.0,0.007618062835500986,436.81188559506995,0.060200000000000004,0.15400353050787405,14.251590580347848,14.251581055730671,0.010116990563252227,48.6,100.0,1.0,0.0,100.0
1785828378.1231139,28.2,80.9,420,24.4,89.1,418,28.1,82.3,455,32.75786092378681,28.1,28.1,0,10.000000000000014,0.007618062835500986,435.15644253005377,0.06020000000000002,0.1324061125294648,15.751590580347848,15.751581055730671,0.011160317088599908,48.6,100.0,1.0,0.0,100.0
1785828383.0381615,28.2,80.8,412,24.4,89.1,423,28.1,82.3,455,31.939708107378703,28.1,28.1,0,10.0,0.007618062835500986,438.6118023157565,0.060200000000000004,0.11944484949057844,17.251590580347848,17.25158105573067,0.012299375880591613,48.6,100.0,1.0,0.0,100.0
1785828388.0611937,28.3,80.8,419,24.4,89.1,428,28.1,82.2,437,31.634295187925503,28.1,28.1,7,10.00000000000002,0.007618062835500986,435.94174814749533,0.060200000000000004,0.1116678385418244,18.751590580347848,18.75158105573067,0.013542046608316904,48.6,100.0,1.0,0.0,100.0
1785828393.1171596,28.3,80.9,404,24.4,89.1,409,28.1,82.2,447,31.374854190313023,28.1,28.1,0,10.000000000000023,0.007618062835500986,523.3834824391273,0.06020000000000001,0.1076631339120112,19.769171744750842,19.769406176995993,0.014448336385966697,48.6,100.0,1.0,0.0,100.0
