DayOfYear,Hour,Minute,Out_Temp_C,Out_RH_pct,Mixer_Inlet_Flow_kg_s,Mixed_Air_Flow_kg_s,CC_Out_Flow_kg_s,HC_Out_Flow_kg_s,Fan_Out_Flow_kg_s,SPACE1-1_Temp_C,SPACE1-1_RH_pct,SPACE1-1_VAV_Flow_kg_s,SPACE2-1_Temp_C,SPACE2-1_RH_pct,SPACE2-1_VAV_Flow_kg_s,SPACE3-1_Temp_C,SPACE3-1_RH_pct,SPACE3-1_VAV_Flow_kg_s,SPACE4-1_Temp_C,SPACE4-1_RH_pct,SPACE4-1_VAV_Flow_kg_s,SPACE5-1_Temp_C,SPACE5-1_RH_pct,SPACE5-1_VAV_Flow_kg_s
187,9,0,28.3,70.0,4.5,4.5,4.5,4.5,4.5,21.1,50.47,0.9,21.09,50.3,0.9,21.11,50.46,0.9,18.97,57.37,0.9,21.1,50.77,0.9
187,9,15,28.58,69.25,4.5,4.5,4.5,4.5,4.5,21.1,50.69,0.9,21.1,50.5,0.9,21.1,50.69,0.9,18.99,57.52,0.9,21.1,51.0,0.9
187,9,30,28.85,68.5,4.5,4.5,4.5,4.5,4.5,21.1,50.87,0.9,21.1,50.69,0.9,21.1,50.87,0.9,19.01,57.67,0.9,21.1,51.17,0.9
187,9,45,29.12,67.75,4.5,4.5,4.5,4.5,4.5,21.1,51.02,0.9,21.1,50.87,0.9,21.1,51.02,0.9,19.03,57.81,0.9,21.1,51.29,0.9
187,10,0,29.4,67.0,4.5,4.5,4.5,4.5,4.5,21.1,51.15,0.9,21.02,51.25,0.9,21.1,51.15,0.9,19.05,57.91,0.9,21.1,51.38,0.9
187,10,15,29.82,65.5,4.5,4.5,4.5,4.5,4.5,21.1,51.29,0.9,20.92,51.73,0.9,21.1,51.29,0.9,19.07,57.98,0.9,21.1,51.5,0.9
187,10,30,30.25,64.0,4.5,4.5,4.5,4.5,4.5,21.1,51.42,0.9,20.79,52.26,0.9,21.1,51.42,0.9,19.1,58.04,0.9,21.1,51.64,0.9
187,10,45,30.68,62.5,4.5,4.5,4.5,4.5,4.5,21.1,51.56,0.9,20.64,52.88,0.9,21.1,51.56,0.9,19.12,58.11,0.9,21.1,51.79,0.9
187,11,0,31.1,61.0,4.5,4.5,4.5,4.5,4.5,21.1,51.69,0.9,20.47,53.56,0.9,21.1,51.69,0.9,19.13,58.19,0.9,21.1,51.94,0.9
187,11,15,31.25,60.5,4.5,4.5,4.5,4.5,4.5,21.1,51.81,0.9,20.29,54.27,0.9,21.1,51.81,0.9,19.15,58.26,0.9,21.1,52.08,0.9
187,11,30,31.4,60.0,4.5,4.5,4.5,4.5,4.5,21.1,51.92,0.9,20.11,54.98,0.9,21.1,51.92,0.9,19.16,58.33,0.9,21.1,52.21,0.9
187,11,45,31.55,59.5,4.5,4.5,4.5,4.5,4.5,21.1,52.03,0.9,19.95,55.61,0.9,21.1,52.03,0.9,19.17,58.38,0.9,21.1,52.34,0.9
187,12,0,31.7,59.0,4.5,4.5,4.5,4.5,4.5,21.11,52.11,0.9,19.82,56.19,0.9,21.1,52.14,0.9,19.2,58.4,0.9,21.1,52.46,0.9
187,12,15,31.82,58.75,4.5,4.5,4.5,4.5,4.5,21.25,51.74,0.9,19.7,56.7,0.9,21.1,52.23,0.9,19.22,58.43,0.9,21.1,52.57,0.9
187,12,30,31.95,58.5,4.5,4.5,4.5,4.5,4.5,21.45,51.2,0.9,19.6,57.12,0.9,21.1,52.32,0.9,19.24,58.45,0.9,21.1,52.66,0.9
187,12,45,32.08,58.25,4.5,4.5,4.5,4.5,4.5,21.66,50.64,0.9,19.54,57.45,0.9,21.1,52.4,0.9,19.26,58.45,0.9,21.1,52.75,0.9
187,13,0,32.2,58.0,4.5,4.5,4.5,4.5,4.5,21.86,50.12,0.9,19.5,57.68,0.9,21.1,52.49,0.9,19.31,58.37,0.9,21.1,52.84,0.9
187,13,15,32.35,57.0,4.5,4.5,4.5,4.5,4.5,22.05,49.6,0.9,19.48,57.81,0.9,21.1,52.56,0.9,19.4,58.12,0.9,21.1,52.91,0.9
187,13,30,32.5,56.0,4.5,4.5,4.5,4.5,4.5,22.22,49.11,0.9,19.47,57.9,0.9,21.1,52.6,0.9,19.52,57.75,0.9,21.1,52.96,0.9
187,13,45,32.65,55.0,4.5,4.5,4.5,4.5,4.5,22.35,48.76,0.9,19.46,57.97,0.9,21.1,52.64,0.9,19.65,57.3,0.9,21.1,53.0,0.9
187,14,0,32.8,54.0,4.5,4.5,4.5,4.5,4.5,22.43,48.54,0.9,19.46,58.03,0.9,21.1,52.66,0.9,19.8,56.8,0.9,21.1,53.03,0.9
187,14,15,32.65,55.0,4.5,4.5,4.5,4.5,4.5,22.48,48.46,0.9,19.45,58.14,0.9,21.1,52.73,0.9,19.96,56.32,0.9,21.1,53.08,0.9
187,14,30,32.5,56.0,4.5,4.5,4.5,4.5,4.5,22.48,48.53,0.9,19.44,58.27,0.9,21.1,52.8,0.9,20.11,55.88,0.9,21.1,53.15,0.9
187,14,45,32.35,57.0,4.5,4.5,4.5,4.5,4.5,22.42,48.78,0.9,19.42,58.43,0.9,21.1,52.89,0.9,20.24,55.54,0.9,21.1,53.24,0.9
187,15,0,32.2,58.0,4.5,4.5,4.5,4.5,4.5,22.32,49.18,0.9,19.4,58.61,0.9,21.1,52.98,0.9,20.34,55.28,0.9,21.1,53.33,0.9
187,15,15,32.2,57.5,4.5,4.5,4.5,4.5,4.5,22.19,49.61,0.9,19.37,58.72,0.9,21.1,53.02,0.9,20.42,55.03,0.9,21.1,53.37,0.9
187,15,30,32.2,57.0,4.5,4.5,4.5,4.5,4.5,22.03,50.08,0.9,19.35,58.8,0.9,21.1,53.02,0.9,20.47,54.85,0.9,21.1,53.38,0.9
187,15,45,32.2,56.5,4.5,4.5,4.5,4.5,4.5,21.94,50.34,0.9,19.32,58.88,0.9,21.1,53.0,0.9,20.6,54.41,0.9,21.1,53.35,0.9
187,16,0,32.2,56.0,4.5,4.5,4.5,4.5,4.5,21.87,50.5,0.9,19.29,58.94,0.9,21.1,52.95,0.9,20.76,53.82,0.9,21.1,53.31,0.9
187,16,15,31.93,56.75,4.5,4.5,4.5,4.5,4.5,21.81,50.64,0.9,19.26,59.02,0.9,21.1,52.89,0.9,20.91,53.28,0.9,21.1,53.25,0.9
187,16,30,31.65,57.5,4.5,4.5,4.5,4.5,4.5,21.71,50.87,0.9,19.21,59.12,0.9,21.1,52.83,0.9,20.99,52.95,0.9,21.1,53.17,0.9
187,16,45,31.38,58.25,4.5,4.5,4.5,4.5,4.5,21.53,51.36,0.9,19.17,59.2,0.9,21.1,52.75,0.9,21.04,52.73,0.9,21.1,53.07,0.9
187,17,0,31.1,59.0,4.5,4.5,4.5,4.5,4.5,21.3,52.0,0.9,19.12,59.27,0.9,21.1,52.65,0.9,21.07,52.56,0.9,21.1,52.96,0.9
187,17,15,30.98,60.0,4.5,4.5,4.5,4.5,4.5,21.18,52.37,0.9,19.08,59.39,0.9,21.1,52.61,0.9,21.08,52.48,0.9,21.1,52.91,0.9
187,17,30,30.85,61.0,4.5,4.5,4.5,4.5,4.5,21.13,52.5,0.9,19.04,59.51,0.9,21.1,52.59,0.9,21.09,52.42,0.9,21.1,52.9,0.9
187,17,45,30.73,62.0,4.5,4.5,4.5,4.5,4.5,21.11,52.55,0.9,18.99,59.69,0.9,21.1,52.59,0.9,20.89,53.06,0.9,21.1,52.91,0.9
187,18,7,30.6,63.0,4.5,4.5,4.5,4.5,4.5,21.1,52.57,0.9,18.93,59.9,0.9,21.1,52.58,0.9,20.54,54.34,0.9,21.1,52.92,0.9
187,18,22,28.65,69.0,4.5,4.5,4.5,4.5,4.5,21.1,52.36,0.9,18.85,59.91,0.9,21.1,52.36,0.9,20.08,55.69,0.9,21.1,52.76,0.9
187,18,37,26.7,75.0,4.5,4.5,4.5,4.5,4.5,21.1,52.02,0.9,18.77,59.84,0.9,21.1,52.02,0.9,19.55,57.23,0.9,21.1,52.44,0.9
187,18,52,24.75,81.0,4.5,4.5,4.5,4.5,4.5,21.1,51.61,0.9,18.69,59.65,0.9,21.1,51.61,0.9,19.25,57.68,0.9,21.1,52.03,0.9
187,19,0,22.8,87.0,4.5,4.5,4.5,4.5,4.5,21.1,51.28,0.9,18.62,59.5,0.9,21.1,51.28,0.9,19.05,57.92,0.9,21.1,51.69,0.9
187,19,15,22.25,89.5,4.5,4.5,4.5,4.5,4.5,21.1,50.93,0.9,18.56,59.37,0.9,21.1,50.93,0.9,18.9,58.14,0.9,21.1,51.28,0.9
187,19,30,21.7,92.0,4.5,4.5,4.5,4.5,4.5,21.1,50.62,0.9,18.51,59.25,0.9,21.1,50.62,0.9,18.77,58.29,0.9,21.1,50.92,0.9
187,19,45,21.15,94.5,4.5,4.5,4.5,4.5,4.5,21.1,50.31,0.9,18.46,59.07,0.9,21.1,50.31,0.9,18.67,58.32,0.9,21.1,50.57,0.9
187,20,0,20.6,97.0,4.5,4.5,4.5,4.5,4.5,21.1,50.01,0.9,18.42,58.88,0.9,21.1,50.01,0.9,18.58,58.29,0.9,21.1,50.23,0.9
187,20,15,20.6,97.0,4.5,4.5,4.5,4.5,4.5,21.1,49.74,0.9,18.39,58.7,0.9,21.1,49.74,0.9,18.52,58.24,0.9,21.1,49.92,0.9
187,20,30,20.6,97.0,4.5,4.5,4.5,4.5,4.5,21.1,49.5,0.9,18.37,58.52,0.9,21.1,49.5,0.9,18.47,58.16,0.9,21.1,49.66,0.9
187,20,45,20.6,97.0,4.5,4.5,4.5,4.5,4.5,21.1,49.29,0.9,18.35,58.36,0.9,21.1,49.29,0.9,18.43,58.07,0.9,21.1,49.44,0.9
187,21,0,20.6,97.0,4.5,4.5,4.5,4.5,4.5,21.1,49.1,0.9,18.33,58.22,0.9,21.1,49.1,0.9,18.39,57.99,0.9,21.1,49.24,0.9
187,21,15,20.03,97.0,4.5,4.5,4.5,4.5,4.5,21.1,48.91,0.9,18.31,58.04,0.9,21.08,48.95,0.9,18.36,57.86,0.9,21.1,49.06,0.9
187,21,30,19.45,97.0,4.5,4.5,4.5,4.5,4.5,21.09,48.72,0.9,18.29,57.84,0.9,21.05,48.82,0.9,18.33,57.69,0.9,21.1,48.85,0.9
187,21,45,18.88,97.0,4.5,4.5,4.5,4.5,4.5,21.05,60.04,0.9,18.26,75.05,0.9,21.01,60.17,0.9,18.29,74.89,0.9,21.1,57.14,0.9
187,22,0,18.3,97.0,4.5,4.5,4.5,4.5,4.5,21.0,67.27,0.9,18.24,81.14,0.9,20.97,67.41,0.9,18.26,81.01,0.9,21.1,64.49,0.9
187,22,15,18.88,95.25,4.5,4.5,4.5,4.5,4.5,20.99,68.14,0.9,18.23,80.09,0.9,20.95,68.27,0.9,18.25,79.98,0.9,21.1,67.2,0.9
187,22,30,19.45,93.5,4.5,4.5,4.5,4.5,4.5,20.99,62.37,0.9,18.23,71.99,0.9,20.95,62.5,0.9,18.24,71.91,0.9,21.1,63.6,0.9
187,22,45,20.03,91.75,4.5,4.5,4.5,4.5,4.5,20.99,59.28,0.9,18.23,70.05,0.9,20.96,59.4,0.9,18.24,69.99,0.9,21.1,60.17,0.9
187,23,0,20.6,90.0,4.5,4.5,4.5,4.5,4.5,21.0,57.46,0.9,18.23,68.11,0.9,20.97,57.58,0.9,18.24,68.06,0.9,21.1,57.73,0.9
187,23,15,20.73,91.75,4.5,4.5,4.5,4.5,4.5,21.0,55.75,0.9,18.23,65.75,0.9,20.97,55.87,0.9,18.24,65.71,0.9,21.1,55.89,0.9
187,23,30,20.85,93.5,4.5,4.5,4.5,4.5,4.5,21.01,54.44,0.9,18.23,64.29,0.9,20.97,54.56,0.9,18.24,64.26,0.9,21.1,54.58,0.9
187,23,45,20.98,95.25,4.5,4.5,4.5,4.5,4.5,21.01,53.42,0.9,18.23,63.2,0.9,20.98,53.53,0.9,18.24,63.17,0.9,21.1,53.55,0.9
187,24,0,21.1,97.0,4.5,4.5,4.5,4.5,4.5,21.02,52.59,0.9,18.23,62.26,0.9,20.98,52.7,0.9,18.24,62.24,0.9,21.1,52.69,0.9
188,0,15,21.1,96.0,4.5,4.5,4.5,4.5,4.5,21.02,51.89,0.9,18.24,61.45,0.9,20.99,52.0,0.9,18.24,61.44,0.9,21.1,51.96,0.9
188,0,30,21.1,95.0,4.5,4.5,4.5,4.5,4.5,21.02,51.31,0.9,18.24,60.78,0.9,20.99,51.41,0.9,18.24,60.77,0.9,21.1,51.34,0.9
188,0,45,21.1,94.0,4.5,4.5,4.5,4.5,4.5,21.02,50.8,0.9,18.24,60.2,0.9,20.99,50.91,0.9,18.24,60.19,0.9,21.1,50.81,0.9
188,1,0,21.1,93.0,4.5,4.5,4.5,4.5,4.5,21.02,50.36,0.9,18.24,59.69,0.9,20.99,50.47,0.9,18.24,59.68,0.9,21.1,50.35,0.9
188,1,15,20.98,94.75,4.5,4.5,4.5,4.5,4.5,21.02,50.02,0.9,18.24,59.31,0.9,20.99,50.13,0.9,18.24,59.31,0.9,21.1,49.99,0.9
188,1,30,20.85,96.5,4.5,4.5,4.5,4.5,4.5,21.02,49.76,0.9,18.24,59.01,0.9,20.99,49.86,0.9,18.24,59.0,0.9,21.1,49.71,0.9
188,1,45,20.73,98.25,4.5,4.5,4.5,4.5,4.5,21.02,49.54,0.9,18.24,58.77,0.9,20.99,49.64,0.9,18.24,58.76,0.9,21.1,49.48,0.9
188,2,0,20.6,100.0,4.5,4.5,4.5,4.5,4.5,21.02,49.38,0.9,18.24,58.58,0.9,20.99,49.48,0.9,18.24,58.58,0.9,21.1,49.32,0.9
188,2,15,20.73,100.0,4.5,4.5,4.5,4.5,4.5,21.03,49.25,0.9,18.24,58.44,0.9,21.0,49.34,0.9,18.24,58.44,0.9,21.1,49.19,0.9
188,2,30,20.85,100.0,4.5,4.5,4.5,4.5,4.5,21.04,49.14,0.9,18.25,58.33,0.9,21.0,49.24,0.9,18.25,58.33,0.9,21.1,49.09,0.9
188,2,45,20.98,100.0,4.5,4.5,4.5,4.5,4.5,21.04,49.06,0.9,18.25,58.25,0.9,21.01,49.16,0.9,18.25,58.25,0.9,21.1,49.03,0.9
188,3,0,21.1,100.0,4.5,4.5,4.5,4.5,4.5,21.05,49.0,0.9,18.25,58.2,0.9,21.02,49.1,0.9,18.25,58.2,0.9,21.1,48.99,0.9
188,3,15,21.1,100.0,4.5,4.5,4.5,4.5,4.5,21.06,48.93,0.9,18.25,58.15,0.9,21.02,49.04,0.9,18.25,58.15,0.9,21.1,48.93,0.9
188,3,30,21.1,100.0,4.5,4.5,4.5,4.5,4.5,21.06,48.87,0.9,18.25,58.1,0.9,21.03,48.97,0.9,18.25,58.1,0.9,21.1,48.85,0.9
188,3,45,21.1,100.0,4.5,4.5,4.5,4.5,4.5,21.06,48.8,0.9,18.25,58.06,0.9,21.03,48.9,0.9,18.25,58.05,0.9,21.1,48.76,0.9
188,4,0,21.1,100.0,4.5,4.5,4.5,4.5,4.5,21.06,48.73,0.9,18.25,58.0,0.9,21.03,48.83,0.9,18.25,58.0,0.9,21.1,48.66,0.9
188,4,15,20.98,98.25,4.5,4.5,4.5,4.5,4.5,21.06,48.65,0.9,18.25,57.88,0.9,21.03,48.75,0.9,18.25,57.88,0.9,21.1,48.58,0.9
188,4,30,20.85,96.5,4.5,4.5,4.5,4.5,4.5,21.06,48.55,0.9,18.26,57.73,0.9,21.03,48.65,0.9,18.26,57.73,0.9,21.1,48.51,0.9
188,4,45,20.73,94.75,4.5,4.5,4.5,4.5,4.5,21.08,48.38,0.9,18.28,57.5,0.9,21.07,48.41,0.9,18.27,57.53,0.9,21.1,48.43,0.9
188,5,0,20.6,93.0,4.5,4.5,4.5,4.5,4.5,21.09,48.23,0.9,18.32,57.2,0.9,21.09,48.24,0.9,18.29,57.3,0.9,21.1,48.34,0.9
188,5,15,20.6,92.25,4.5,4.5,4.5,4.5,4.5,21.1,48.11,0.9,18.35,56.93,0.9,21.1,48.11,0.9,18.31,57.09,0.9,21.1,48.24,0.9
188,5,30,20.6,91.5,4.5,4.5,4.5,4.5,4.5,21.1,48.01,0.9,18.39,56.68,0.9,21.1,48.01,0.9,18.34,56.88,0.9,21.1,48.15,0.9
188,5,45,20.6,90.75,4.5,4.5,4.5,4.5,4.5,21.1,47.92,0.9,18.43,56.45,0.9,21.1,47.92,0.9,18.36,56.68,0.9,21.1,48.07,0.9
188,6,0,20.6,90.0,4.5,4.5,4.5,4.5,4.5,21.1,47.84,0.9,18.46,56.25,0.9,21.1,47.84,0.9,18.39,56.49,0.9,21.1,47.99,0.9
188,6,15,20.73,88.5,4.5,4.5,4.5,4.5,4.5,21.1,47.77,0.9,18.49,56.05,0.9,21.1,47.77,0.9,18.42,56.29,0.9,21.1,47.92,0.9
188,6,30,20.85,87.0,4.5,4.5,4.5,4.5,4.5,21.1,47.69,0.9,18.52,55.85,0.9,21.1,47.69,0.9,18.45,56.1,0.9,21.1,47.83,0.9
188,6,45,20.98,85.5,4.5,4.5,4.5,4.5,4.5,21.1,47.6,0.9,18.56,55.63,0.9,21.1,47.6,0.9,18.48,55.89,0.9,21.1,47.74,0.9
188,7,0,21.1,84.0,4.5,4.5,4.5,4.5,4.5,21.1,47.52,0.9,18.6,55.4,0.9,21.1,47.52,0.9,18.52,55.68,0.9,21.1,47.64,0.9
188,7,15,21.25,82.75,4.5,4.5,4.5,4.5,4.5,21.1,47.44,0.9,18.64,55.17,0.9,21.1,47.44,0.9,18.55,55.47,0.9,21.1,47.56,0.9
188,7,30,21.4,81.5,4.5,4.5,4.5,4.5,4.5,21.1,47.38,0.9,18.69,54.94,0.9,21.1,47.38,0.9,18.59,55.27,0.9,21.1,47.49,0.9
188,7,45,21.55,80.25,4.5,4.5,4.5,4.5,4.5,21.1,47.32,0.9,18.87,54.25,0.9,21.1,47.32,0.9,18.64,55.03,0.9,21.1,47.43,0.9
188,8,0,21.7,79.0,4.5,4.5,4.5,4.5,4.5,21.1,47.27,0.9,19.14,53.3,0.9,21.1,47.27,0.9,18.7,54.77,0.9,21.1,47.39,0.9
188,8,15,22.1,75.25,4.5,4.5,4.5,4.5,4.5,21.1,47.2,0.9,19.4,52.34,0.9,21.1,47.2,0.9,18.77,54.46,0.9,21.1,47.32,0.9
188,8,30,22.5,71.5,4.5,4.5,4.5,4.5,4.5,21.1,47.12,0.9,19.69,51.31,0.9,21.1,47.12,0.9,18.83,54.14,0.9,21.1,47.23,0.9
188,8,45,22.9,67.75,4.5,4.5,4.5,4.5,4.5,21.1,47.03,0.9,19.84,50.77,0.9,21.1,47.03,0.9,18.88,53.88,0.9,21.1,47.14,0.9
188,9,0,23.3,64.0,4.5,4.5,4.5,4.5,4.5,21.1,46.93,0.9,19.9,50.47,0.9,21.1,46.93,0.9,18.92,53.63,0.9,21.1,47.03,0.9
188,9,15,23.3,64.0,4.5,4.5,4.5,4.5,4.5,21.1,46.87,0.9,19.93,50.33,0.9,21.1,46.87,0.9,18.96,53.47,0.9,21.1,46.95,0.9
188,9,30,23.3,64.0,4.5,4.5,4.5,4.5,4.5,21.1,46.83,0.9,19.93,50.27,0.9,21.1,46.83,0.9,18.98,53.34,0.9,21.1,46.91,0.9
188,9,45,23.3,64.0,4.5,4.5,4.5,4.5,4.5,21.1,46.81,0.9,19.99,50.07,0.9,21.1,46.81,0.9,19.01,53.23,0.9,21.1,46.89,0.9
188,10,0,23.3,64.0,4.5,4.5,4.5,4.5,4.5,21.1,46.81,0.9,20.08,49.8,0.9,21.1,46.81,0.9,19.02,53.17,0.9,21.1,46.89,0.9
188,10,15,24.28,59.0,4.5,4.5,4.5,4.5,4.5,21.1,46.79,0.9,20.15,49.57,0.9,21.1,46.79,0.9,19.05,53.07,0.9,21.1,46.88,0.9
188,10,30,25.25,54.0,4.5,4.5,4.5,4.5,4.5,21.1,46.76,0.9,20.18,49.42,0.9,21.1,46.76,0.9,19.08,52.94,0.9,21.1,46.84,0.9
188,10,45,26.22,49.0,4.5,4.5,4.5,4.5,4.5,21.1,46.71,0.9,20.16,49.46,0.9,21.1,46.71,0.9,19.11,52.79,0.9,21.1,46.78,0.9
188,11,0,27.2,44.0,4.5,4.5,4.5,4.5,4.5,21.1,46.63,0.9,20.1,49.56,0.9,21.1,46.63,0.9,19.14,52.6,0.9,21.1,46.7,0.9
188,11,15,27.62,42.0,4.5,4.5,4.5,4.5,4.5,21.1,46.56,0.9,20.02,49.73,0.9,21.1,46.56,0.9,19.17,52.44,0.9,21.1,46.62,0.9
188,11,30,28.05,40.0,4.5,4.5,4.5,4.5,4.5,21.1,46.5,0.9,19.94,49.92,0.9,21.1,46.5,0.9,19.2,52.27,0.9,21.1,46.56,0.9
188,11,45,28.47,38.0,4.5,4.5,4.5,4.5,4.5,21.1,46.44,0.9,19.84,50.14,0.9,21.1,46.44,0.9,19.22,52.12,0.9,21.1,46.49,0.9
188,12,0,28.9,36.0,4.5,4.5,4.5,4.5,4.5,21.1,46.37,0.9,19.75,50.35,0.9,21.1,46.37,0.9,19.24,51.96,0.9,21.1,46.42,0.9
188,12,15,28.47,38.5,4.5,4.5,4.5,4.5,4.5,21.14,46.27,0.9,19.66,50.66,0.9,21.1,46.37,0.9,19.26,51.95,0.9,21.1,46.42,0.9
188,12,30,28.05,41.0,4.5,4.5,4.5,4.5,4.5,21.22,46.08,0.9,19.58,50.99,0.9,21.1,46.43,0.9,19.27,51.98,0.9,21.1,46.46,0.9
188,12,45,27.62,43.5,4.5,4.5,4.5,4.5,4.5,21.21,46.2,0.9,19.5,51.3,0.9,21.1,46.5,0.9,19.27,52.04,0.9,21.1,46.54,0.9
188,13,0,27.2,46.0,4.5,4.5,4.5,4.5,4.5,21.14,46.49,0.9,19.44,51.62,0.9,21.1,46.61,0.9,19.28,52.14,0.9,21.1,46.65,0.9
188,13,15,27.07,45.75,4.5,4.5,4.5,4.5,4.5,21.11,46.62,0.9,19.39,51.82,0.9,21.1,46.67,0.9,19.29,52.15,0.9,21.1,46.72,0.9
188,13,30,26.95,45.5,4.5,4.5,4.5,4.5,4.5,21.11,46.68,0.9,19.36,51.94,0.9,21.1,46.69,0.9,19.28,52.2,0.9,21.1,46.75,0.9
188,13,45,26.82,45.25,4.5,4.5,4.5,4.5,4.5,21.1,46.7,0.9,19.32,52.09,0.9,21.1,46.7,0.9,19.26,52.28,0.9,21.1,46.77,0.9
188,14,0,26.7,45.0,4.5,4.5,4.5,4.5,4.5,21.1,46.69,0.9,19.27,52.24,0.9,21.1,46.69,0.9,19.23,52.36,0.9,21.1,46.76,0.9
188,14,15,26.7,44.75,4.5,4.5,4.5,4.5,4.5,21.1,46.67,0.9,19.22,52.39,0.9,21.1,46.67,0.9,19.2,52.45,0.9,21.1,46.73,0.9
188,14,30,26.7,44.5,4.5,4.5,4.5,4.5,4.5,21.1,46.63,0.9,19.16,52.52,0.9,21.1,46.64,0.9,19.15,52.55,0.9,21.1,46.7,0.9
188,14,45,26.7,44.25,4.5,4.5,4.5,4.5,4.5,21.1,46.59,0.9,19.12,52.61,0.9,21.1,46.59,0.9,19.12,52.6,0.9,21.1,46.65,0.9
188,15,0,26.7,44.0,4.5,4.5,4.5,4.5,4.5,21.1,46.53,0.9,19.08,52.68,0.9,21.1,46.53,0.9,19.1,52.62,0.9,21.1,46.59,0.9
188,15,15,26.42,46.0,4.5,4.5,4.5,4.5,4.5,21.1,46.51,0.9,19.04,52.78,0.9,21.1,46.51,0.9,19.08,52.67,0.9,21.1,46.56,0.9
188,15,30,26.15,48.0,4.5,4.5,4.5,4.5,4.5,21.1,46.5,0.9,19.01,52.9,0.9,21.1,46.5,0.9,19.06,52.74,0.9,21.1,46.55,0.9
188,15,45,25.88,50.0,4.5,4.5,4.5,4.5,4.5,21.1,46.51,0.9,18.96,53.06,0.9,21.1,46.51,0.9,19.02,52.88,0.9,21.1,46.57,0.9
188,16,0,25.6,52.0,4.5,4.5,4.5,4.5,4.5,21.1,46.54,0.9,18.91,53.25,0.9,21.1,46.54,0.9,18.97,53.07,0.9,21.1,46.6,0.9
188,16,15,25.18,55.5,4.5,4.5,4.5,4.5,4.5,21.1,46.6,0.9,18.86,53.5,0.9,21.1,46.6,0.9,18.91,53.34,0.9,21.1,46.66,0.9
188,16,30,24.75,59.0,4.5,4.5,4.5,4.5,4.5,21.1,46.68,0.9,18.8,53.78,0.9,21.1,46.68,0.9,18.84,53.64,0.9,21.1,46.74,0.9
188,16,45,24.32,62.5,4.5,4.5,4.5,4.5,4.5,21.1,46.78,0.9,18.76,54.03,0.9,21.1,46.78,0.9,18.8,53.89,0.9,21.1,46.85,0.9
188,17,0,23.9,66.0,4.5,4.5,4.5,4.5,4.5,21.1,46.88,0.9,18.72,54.26,0.9,21.1,46.88,0.9,18.76,54.13,0.9,21.1,46.96,0.9
188,17,15,23.75,67.25,4.5,4.5,4.5,4.5,4.5,21.1,46.97,0.9,18.7,54.45,0.9,21.1,46.97,0.9,18.74,54.31,0.9,21.1,47.06,0.9
188,17,30,23.6,68.5,4.5,4.5,4.5,4.5,4.5,21.1,47.05,0.9,18.67,54.63,0.9,21.1,47.05,0.9,18.72,54.47,0.9,21.1,47.14,0.9
188,17,45,23.45,69.75,4.5,4.5,4.5,4.5,4.5,21.1,47.12,0.9,18.64,54.81,0.9,21.1,47.12,0.9,18.69,54.65,0.9,21.1,47.21,0.9
188,18,0,23.3,71.0,4.5,4.5,4.5,4.5,4.5,21.1,47.17,0.9,18.61,54.98,0.9,21.1,47.17,0.9,18.65,54.83,0.9,21.1,47.27,0.9
188,18,15,23.3,68.75,4.5,4.5,4.5,4.5,4.5,21.1,47.15,0.9,18.58,55.04,0.9,21.1,47.15,0.9,18.62,54.9,0.9,21.1,47.26,0.9
188,18,30,23.3,66.5,4.5,4.5,4.5,4.5,4.5,21.1,47.07,0.9,18.55,55.06,0.9,21.1,47.07,0.9,18.59,54.92,0.9,21.1,47.19,0.9
188,18,45,23.3,64.25,4.5,4.5,4.5,4.5,4.5,21.1,46.96,0.9,18.52,55.03,0.9,21.1,46.96,0.9,18.56,54.88,0.9,21.1,47.08,0.9
188,19,0,23.3,62.0,4.5,4.5,4.5,4.5,4.5,21.1,46.81,0.9,18.49,54.95,0.9,21.1,46.81,0.9,18.54,54.78,0.9,21.1,46.93,0.9
188,19,15,23.18,62.0,4.5,4.5,4.5,4.5,4.5,21.1,46.67,0.9,18.46,54.89,0.9,21.1,46.67,0.9,18.52,54.71,0.9,21.1,46.78,0.9
188,19,30,23.05,62.0,4.5,4.5,4.5,4.5,4.5,21.1,46.54,0.9,18.43,54.85,0.9,21.1,46.54,0.9,18.46,54.74,0.9,21.1,46.64,0.9
188,19,45,22.93,62.0,4.5,4.5,4.5,4.5,4.5,21.1,46.41,0.9,18.41,54.78,0.9,21.1,46.41,0.9,18.43,54.71,0.9,21.1,46.5,0.9
188,20,0,22.8,62.0,4.5,4.5,4.5,4.5,4.5,21.1,46.28,0.9,18.39,54.69,0.9,21.1,46.28,0.9,18.41,54.64,0.9,21.1,46.37,0.9
188,20,15,22.8,61.5,4.5,4.5,4.5,4.5,4.5,21.1,46.17,0.9,18.38,54.6,0.9,21.1,46.17,0.9,18.39,54.56,0.9,21.1,46.26,0.9
188,20,30,22.8,61.0,4.5,4.5,4.5,4.5,4.5,21.1,46.06,0.9,18.37,54.51,0.9,21.1,46.06,0.9,18.38,54.48,0.9,21.1,46.15,0.9
188,20,45,22.8,60.5,4.5,4.5,4.5,4.5,4.5,21.1,45.96,0.9,18.36,54.42,0.9,21.1,45.96,0.9,18.37,54.39,0.9,21.1,46.05,0.9
188,21,0,22.8,60.0,4.5,4.5,4.5,4.5,4.5,21.1,45.86,0.9,18.35,54.33,0.9,21.1,45.86,0.9,18.36,54.31,0.9,21.1,45.95,0.9
