DayOfYear,Hour,Minute,Out_Temp_C,Out_RH_pct,Mixer_Inlet_Flow_kg_s,Mixed_Air_Flow_kg_s,CC_Out_Flow_kg_s,HC_Out_Flow_kg_s,Fan_Out_Flow_kg_s,SPACE1-1_Temp_C,SPACE1-1_RH_pct,SPACE1-1_VAV_Flow_kg_s,SPACE2-1_Temp_C,SPACE2-1_RH_pct,SPACE2-1_VAV_Flow_kg_s,SPACE3-1_Temp_C,SPACE3-1_RH_pct,SPACE3-1_VAV_Flow_kg_s,SPACE4-1_Temp_C,SPACE4-1_RH_pct,SPACE4-1_VAV_Flow_kg_s,SPACE5-1_Temp_C,SPACE5-1_RH_pct,SPACE5-1_VAV_Flow_kg_s
185,20,45,26.97,72.75,4.5,4.5,4.5,4.5,4.5,21.1,50.83,0.9,18.52,59.35,0.9,21.1,50.83,0.9,18.61,59.03,0.9,21.1,51.23,0.9
185,21,0,26.7,74.0,4.5,4.5,4.5,4.5,4.5,21.1,50.75,0.9,18.5,59.34,0.9,21.1,50.75,0.9,18.57,59.09,0.9,21.1,51.13,0.9
185,21,15,26.7,74.0,4.5,4.5,4.5,4.5,4.5,21.1,50.7,0.9,18.49,59.33,0.9,21.1,50.7,0.9,18.54,59.13,0.9,21.1,51.07,0.9
185,21,30,26.7,74.0,4.5,4.5,4.5,4.5,4.5,21.1,50.67,0.9,18.48,59.3,0.9,21.1,50.67,0.9,18.53,59.14,0.9,21.1,51.05,0.9
185,21,45,26.7,74.0,4.5,4.5,4.5,4.5,4.5,21.1,50.65,0.9,18.48,59.28,0.9,21.1,50.65,0.9,18.51,59.16,0.9,21.1,51.04,0.9
185,22,0,26.7,74.0,4.5,4.5,4.5,4.5,4.5,21.1,50.64,0.9,18.47,59.27,0.9,21.1,50.64,0.9,18.5,59.18,0.9,21.1,51.05,0.9
185,22,15,26.7,73.5,4.5,4.5,4.5,4.5,4.5,21.1,50.59,0.9,18.47,59.23,0.9,21.1,50.59,0.9,18.49,59.15,0.9,21.1,51.01,0.9
185,22,30,26.7,73.0,4.5,4.5,4.5,4.5,4.5,21.1,50.53,0.9,18.46,59.18,0.9,21.1,50.53,0.9,18.48,59.12,0.9,21.1,50.94,0.9
185,22,45,26.7,72.5,4.5,4.5,4.5,4.5,4.5,21.1,50.46,0.9,18.46,59.13,0.9,21.1,50.46,0.9,18.47,59.08,0.9,21.1,50.87,0.9
185,23,0,26.7,72.0,4.5,4.5,4.5,4.5,4.5,21.1,50.38,0.9,18.46,59.06,0.9,21.1,50.38,0.9,18.47,59.02,0.9,21.1,50.78,0.9
185,23,15,26.42,73.75,4.5,4.5,4.5,4.5,4.5,21.1,50.35,0.9,18.45,59.06,0.9,21.1,50.35,0.9,18.46,59.02,0.9,21.1,50.74,0.9
185,23,30,26.15,75.5,4.5,4.5,4.5,4.5,4.5,21.1,50.34,0.9,18.44,59.06,0.9,21.1,50.34,0.9,18.45,59.04,0.9,21.1,50.72,0.9
185,23,45,25.88,77.25,4.5,4.5,4.5,4.5,4.5,21.1,50.34,0.9,18.43,59.09,0.9,21.1,50.34,0.9,18.44,59.06,0.9,21.1,50.72,0.9
185,24,0,25.6,79.0,4.5,4.5,4.5,4.5,4.5,21.1,50.34,0.9,18.43,59.12,0.9,21.1,50.34,0.9,18.43,59.1,0.9,21.1,50.73,0.9
186,0,15,25.6,77.75,4.5,4.5,4.5,4.5,4.5,21.1,50.28,0.9,18.42,59.06,0.9,21.1,50.28,0.9,18.42,59.05,0.9,21.1,50.68,0.9
186,0,30,25.6,76.5,4.5,4.5,4.5,4.5,4.5,21.1,50.21,0.9,18.42,58.98,0.9,21.1,50.21,0.9,18.42,58.97,0.9,21.1,50.61,0.9
186,0,45,25.6,75.25,4.5,4.5,4.5,4.5,4.5,21.1,50.12,0.9,18.42,58.88,0.9,21.1,50.12,0.9,18.42,58.87,0.9,21.1,50.52,0.9
186,1,0,25.6,74.0,4.5,4.5,4.5,4.5,4.5,21.1,50.01,0.9,18.41,58.77,0.9,21.1,50.01,0.9,18.42,58.76,0.9,21.1,50.41,0.9
186,1,15,25.6,73.5,4.5,4.5,4.5,4.5,4.5,21.1,49.92,0.9,18.41,58.68,0.9,21.1,49.92,0.9,18.41,58.67,0.9,21.1,50.31,0.9
186,1,30,25.6,73.0,4.5,4.5,4.5,4.5,4.5,21.1,49.82,0.9,18.41,58.58,0.9,21.1,49.82,0.9,18.41,58.58,0.9,21.1,50.2,0.9
186,1,45,25.6,72.5,4.5,4.5,4.5,4.5,4.5,21.1,49.72,0.9,18.41,58.49,0.9,21.1,49.72,0.9,18.41,58.48,0.9,21.1,50.08,0.9
186,2,0,25.6,72.0,4.5,4.5,4.5,4.5,4.5,21.1,49.62,0.9,18.4,58.38,0.9,21.1,49.62,0.9,18.4,58.38,0.9,21.1,49.96,0.9
186,2,15,25.45,70.75,4.5,4.5,4.5,4.5,4.5,21.1,49.5,0.9,18.4,58.24,0.9,21.1,49.5,0.9,18.4,58.24,0.9,21.1,49.85,0.9
186,2,30,25.3,69.5,4.5,4.5,4.5,4.5,4.5,21.1,49.36,0.9,18.4,58.08,0.9,21.1,49.36,0.9,18.4,58.07,0.9,21.1,49.72,0.9
186,2,45,25.15,68.25,4.5,4.5,4.5,4.5,4.5,21.1,49.21,0.9,18.4,57.9,0.9,21.1,49.21,0.9,18.4,57.89,0.9,21.1,49.57,0.9
186,3,0,25.0,67.0,4.5,4.5,4.5,4.5,4.5,21.1,49.04,0.9,18.4,57.7,0.9,21.1,49.04,0.9,18.4,57.7,0.9,21.1,49.4,0.9
186,3,15,25.0,67.5,4.5,4.5,4.5,4.5,4.5,21.1,48.9,0.9,18.4,57.58,0.9,21.1,48.9,0.9,18.4,57.57,0.9,21.1,49.25,0.9
186,3,30,25.0,68.0,4.5,4.5,4.5,4.5,4.5,21.1,48.8,0.9,18.39,57.47,0.9,21.1,48.8,0.9,18.39,57.47,0.9,21.1,49.13,0.9
186,3,45,25.0,68.5,4.5,4.5,4.5,4.5,4.5,21.1,48.71,0.9,18.39,57.39,0.9,21.1,48.71,0.9,18.39,57.39,0.9,21.1,49.02,0.9
186,4,0,25.0,69.0,4.5,4.5,4.5,4.5,4.5,21.1,48.64,0.9,18.39,57.33,0.9,21.1,48.64,0.9,18.39,57.33,0.9,21.1,48.94,0.9
186,4,15,25.0,70.25,4.5,4.5,4.5,4.5,4.5,21.1,48.62,0.9,18.39,57.32,0.9,21.1,48.62,0.9,18.39,57.32,0.9,21.1,48.91,0.9
186,4,30,25.0,71.5,4.5,4.5,4.5,4.5,4.5,21.1,48.64,0.9,18.42,57.21,0.9,21.1,48.64,0.9,18.39,57.31,0.9,21.1,48.93,0.9
186,4,45,25.0,72.75,4.5,4.5,4.5,4.5,4.5,21.1,48.69,0.9,18.52,56.9,0.9,21.1,48.69,0.9,18.41,57.3,0.9,21.1,48.98,0.9
186,5,0,25.0,74.0,4.5,4.5,4.5,4.5,4.5,21.1,48.77,0.9,18.66,56.49,0.9,21.1,48.77,0.9,18.43,57.31,0.9,21.1,49.07,0.9
186,5,15,24.73,75.25,4.5,4.5,4.5,4.5,4.5,21.1,48.82,0.9,18.83,55.96,0.9,21.1,48.82,0.9,18.45,57.28,0.9,21.1,49.13,0.9
186,5,30,24.45,76.5,4.5,4.5,4.5,4.5,4.5,21.1,48.85,0.9,19.0,55.41,0.9,21.1,48.85,0.9,18.48,57.25,0.9,21.1,49.15,0.9
186,5,45,24.17,77.75,4.5,4.5,4.5,4.5,4.5,21.1,48.87,0.9,19.21,54.74,0.9,21.1,48.87,0.9,18.5,57.22,0.9,21.1,49.16,0.9
186,6,0,23.9,79.0,4.5,4.5,4.5,4.5,4.5,21.1,48.89,0.9,19.46,53.92,0.9,21.1,48.89,0.9,18.53,57.15,0.9,21.1,49.15,0.9
186,6,15,24.32,77.75,4.5,4.5,4.5,4.5,4.5,21.1,48.94,0.9,19.74,53.06,0.9,21.16,48.77,0.9,18.56,57.09,0.9,21.1,49.19,0.9
186,6,30,24.75,76.5,4.5,4.5,4.5,4.5,4.5,21.1,49.02,0.9,20.03,52.2,0.9,21.35,48.26,0.9,18.6,57.03,0.9,21.1,49.27,0.9
186,6,45,25.18,75.25,4.5,4.5,4.5,4.5,4.5,21.1,49.13,0.9,20.26,51.56,0.9,21.5,47.94,0.9,18.64,57.0,0.9,21.1,49.4,0.9
186,7,0,25.6,74.0,4.5,4.5,4.5,4.5,4.5,21.1,49.27,0.9,20.46,51.06,0.9,21.57,47.88,0.9,18.69,57.0,0.9,21.1,49.55,0.9
186,7,15,25.88,73.5,4.5,4.5,4.5,4.5,4.5,21.1,49.41,0.9,20.64,50.64,0.9,21.58,47.97,0.9,18.73,57.02,0.9,21.1,49.7,0.9
186,7,30,26.15,73.0,4.5,4.5,4.5,4.5,4.5,21.1,49.57,0.9,20.81,50.27,0.9,21.56,48.2,0.9,18.77,57.06,0.9,21.1,49.86,0.9
186,7,45,26.42,72.5,4.5,4.5,4.5,4.5,4.5,21.1,49.73,0.9,20.94,50.03,0.9,21.47,48.6,0.9,18.8,57.11,0.9,21.1,50.02,0.9
186,8,0,26.7,72.0,4.5,4.5,4.5,4.5,4.5,21.1,49.89,0.9,21.01,49.97,0.9,21.35,49.14,0.9,18.85,57.14,0.9,21.1,50.19,0.9
186,8,15,27.1,70.25,4.5,4.5,4.5,4.5,4.5,21.1,50.04,0.9,21.05,49.99,0.9,21.19,49.75,0.9,18.88,57.16,0.9,21.1,50.34,0.9
186,8,30,27.5,68.5,4.5,4.5,4.5,4.5,4.5,21.1,50.15,0.9,21.07,50.04,0.9,21.13,50.05,0.9,18.92,57.17,0.9,21.1,50.46,0.9
186,8,45,27.9,66.75,4.5,4.5,4.5,4.5,4.5,21.1,50.25,0.9,21.08,50.1,0.9,21.11,50.21,0.9,18.95,57.17,0.9,21.1,50.56,0.9
186,9,0,28.3,65.0,4.5,4.5,4.5,4.5,4.5,21.1,50.33,0.9,21.09,50.16,0.9,21.1,50.32,0.9,18.98,57.16,0.9,21.1,50.64,0.9
186,9,15,28.58,64.0,4.5,4.5,4.5,4.5,4.5,21.1,50.41,0.9,21.09,50.22,0.9,21.1,50.4,0.9,19.01,57.15,0.9,21.1,50.71,0.9
186,9,30,28.85,63.0,4.5,4.5,4.5,4.5,4.5,21.1,50.48,0.9,21.1,50.29,0.9,21.1,50.48,0.9,19.03,57.14,0.9,21.1,50.78,0.9
186,9,45,29.12,62.0,4.5,4.5,4.5,4.5,4.5,21.1,50.56,0.9,21.1,50.36,0.9,21.1,50.56,0.9,19.06,57.14,0.9,21.1,50.86,0.9
186,10,0,29.4,61.0,4.5,4.5,4.5,4.5,4.5,21.1,50.63,0.9,21.03,50.64,0.9,21.1,50.63,0.9,19.08,57.15,0.9,21.1,50.95,0.9
186,10,15,29.82,60.0,4.5,4.5,4.5,4.5,4.5,21.1,50.72,0.9,20.93,51.07,0.9,21.1,50.72,0.9,19.1,57.19,0.9,21.1,51.03,0.9
186,10,30,30.25,59.0,4.5,4.5,4.5,4.5,4.5,21.1,50.82,0.9,20.81,51.56,0.9,21.1,50.82,0.9,19.12,57.24,0.9,21.1,51.1,0.9
186,10,45,30.68,58.0,4.5,4.5,4.5,4.5,4.5,21.1,50.91,0.9,20.65,52.17,0.9,21.1,50.91,0.9,19.13,57.32,0.9,21.1,51.18,0.9
186,11,0,31.1,57.0,4.5,4.5,4.5,4.5,4.5,21.1,51.01,0.9,20.48,52.84,0.9,21.1,51.01,0.9,19.14,57.4,0.9,21.1,51.25,0.9
186,11,15,31.1,56.5,4.5,4.5,4.5,4.5,4.5,21.1,51.07,0.9,20.29,53.5,0.9,21.1,51.07,0.9,19.15,57.42,0.9,21.1,51.32,0.9
186,11,30,31.1,56.0,4.5,4.5,4.5,4.5,4.5,21.1,51.12,0.9,20.11,54.13,0.9,21.1,51.12,0.9,19.16,57.43,0.9,21.1,51.39,0.9
186,11,45,31.1,55.5,4.5,4.5,4.5,4.5,4.5,21.1,51.14,0.9,19.94,54.71,0.9,21.1,51.14,0.9,19.17,57.41,0.9,21.1,51.44,0.9
186,12,0,31.1,55.0,4.5,4.5,4.5,4.5,4.5,21.1,51.16,0.9,19.79,55.23,0.9,21.1,51.16,0.9,19.18,57.38,0.9,21.1,51.47,0.9
186,12,15,31.38,54.25,4.5,4.5,4.5,4.5,4.5,21.23,50.79,0.9,19.66,55.71,0.9,21.1,51.19,0.9,19.19,57.37,0.9,21.1,51.5,0.9
186,12,30,31.65,53.5,4.5,4.5,4.5,4.5,4.5,21.4,50.27,0.9,19.56,56.12,0.9,21.1,51.22,0.9,19.2,57.36,0.9,21.1,51.54,0.9
186,12,45,31.93,52.75,4.5,4.5,4.5,4.5,4.5,21.61,49.68,0.9,19.49,56.41,0.9,21.1,51.26,0.9,19.22,57.36,0.9,21.1,51.58,0.9
186,13,0,32.2,52.0,4.5,4.5,4.5,4.5,4.5,21.8,49.15,0.9,19.44,56.62,0.9,21.1,51.32,0.9,19.26,57.28,0.9,21.1,51.63,0.9
186,13,15,32.35,51.5,4.5,4.5,4.5,4.5,4.5,21.98,48.68,0.9,19.42,56.76,0.9,21.1,51.37,0.9,19.33,57.08,0.9,21.1,51.68,0.9
186,13,30,32.5,51.0,4.5,4.5,4.5,4.5,4.5,22.13,48.28,0.9,19.4,56.89,0.9,21.1,51.43,0.9,19.43,56.76,0.9,21.1,51.75,0.9
186,13,45,32.65,50.5,4.5,4.5,4.5,4.5,4.5,22.26,47.96,0.9,19.39,56.99,0.9,21.1,51.5,0.9,19.57,56.35,0.9,21.1,51.82,0.9
186,14,0,32.8,50.0,4.5,4.5,4.5,4.5,4.5,22.38,47.69,0.9,19.38,57.09,0.9,21.1,51.57,0.9,19.74,55.84,0.9,21.1,51.91,0.9
186,14,15,32.8,49.75,4.5,4.5,4.5,4.5,4.5,22.47,47.5,0.9,19.38,57.17,0.9,21.1,51.64,0.9,19.92,55.28,0.9,21.1,51.98,0.9
186,14,30,32.8,49.5,4.5,4.5,4.5,4.5,4.5,22.52,47.39,0.9,19.38,57.24,0.9,21.1,51.7,0.9,20.11,54.7,0.9,21.1,52.04,0.9
186,14,45,32.8,49.25,4.5,4.5,4.5,4.5,4.5,22.54,47.39,0.9,19.38,57.31,0.9,21.1,51.74,0.9,20.29,54.15,0.9,21.1,52.09,0.9
186,15,0,32.8,49.0,4.5,4.5,4.5,4.5,4.5,22.52,47.48,0.9,19.37,57.39,0.9,21.1,51.79,0.9,20.46,53.62,0.9,21.1,52.13,0.9
186,15,15,32.52,50.25,4.5,4.5,4.5,4.5,4.5,22.46,47.7,0.9,19.35,57.51,0.9,21.1,51.84,0.9,20.62,53.17,0.9,21.1,52.18,0.9
186,15,30,32.25,51.5,4.5,4.5,4.5,4.5,4.5,22.38,48.01,0.9,19.34,57.64,0.9,21.1,51.91,0.9,20.76,52.79,0.9,21.1,52.24,0.9
186,15,45,31.97,52.75,4.5,4.5,4.5,4.5,4.5,22.26,48.42,0.9,19.31,57.79,0.9,21.1,51.97,0.9,20.87,52.48,0.9,21.1,52.31,0.9
186,16,0,31.7,54.0,4.5,4.5,4.5,4.5,4.5,22.09,48.98,0.9,19.28,57.97,0.9,21.1,52.03,0.9,20.95,52.29,0.9,21.1,52.36,0.9
186,16,15,31.7,54.0,4.5,4.5,4.5,4.5,4.5,21.91,49.57,0.9,19.25,58.12,0.9,21.1,52.08,0.9,21.01,52.13,0.9,21.1,52.42,0.9
186,16,30,31.7,54.0,4.5,4.5,4.5,4.5,4.5,21.72,50.18,0.9,19.22,58.26,0.9,21.1,52.11,0.9,21.05,52.03,0.9,21.1,52.47,0.9
186,16,45,31.7,54.0,4.5,4.5,4.5,4.5,4.5,21.53,50.8,0.9,19.19,58.4,0.9,21.1,52.14,0.9,21.07,51.98,0.9,21.1,52.51,0.9
186,17,0,31.7,54.0,4.5,4.5,4.5,4.5,4.5,21.34,51.39,0.9,19.15,58.53,0.9,21.1,52.16,0.9,21.08,51.94,0.9,21.1,52.54,0.9
186,17,15,31.42,54.25,4.5,4.5,4.5,4.5,4.5,21.19,51.81,0.9,19.11,58.62,0.9,21.1,52.1,0.9,21.09,51.85,0.9,21.1,52.5,0.9
186,17,30,31.15,54.5,4.5,4.5,4.5,4.5,4.5,21.13,51.88,0.9,19.05,58.71,0.9,21.1,51.99,0.9,21.09,51.74,0.9,21.1,52.38,0.9
186,17,45,30.88,54.75,4.5,4.5,4.5,4.5,4.5,21.11,51.81,0.9,19.0,58.76,0.9,21.1,51.85,0.9,21.1,51.61,0.9,21.1,52.23,0.9
186,18,0,30.6,55.0,4.5,4.5,4.5,4.5,4.5,21.1,51.67,0.9,18.95,58.76,0.9,21.1,51.69,0.9,21.03,51.68,0.9,21.1,52.05,0.9
186,18,15,30.3,56.5,4.5,4.5,4.5,4.5,4.5,21.1,51.58,0.9,18.91,58.82,0.9,21.1,51.59,0.9,20.86,52.13,0.9,21.1,51.93,0.9
186,18,30,30.0,58.0,4.5,4.5,4.5,4.5,4.5,21.1,51.52,0.9,18.86,58.9,0.9,21.1,51.52,0.9,20.63,52.79,0.9,21.1,51.87,0.9
186,18,45,29.7,59.5,4.5,4.5,4.5,4.5,4.5,21.1,51.46,0.9,18.82,58.98,0.9,21.1,51.46,0.9,20.38,53.53,0.9,21.1,51.84,0.9
186,19,0,29.4,61.0,4.5,4.5,4.5,4.5,4.5,21.1,51.42,0.9,18.77,59.07,0.9,21.1,51.42,0.9,20.1,54.4,0.9,21.1,51.81,0.9
186,19,22,29.12,62.0,4.5,4.5,4.5,4.5,4.5,21.1,51.3,0.9,18.73,59.1,0.9,21.1,51.3,0.9,19.76,55.58,0.9,21.1,51.72,0.9
186,19,37,28.85,63.0,4.5,4.5,4.5,4.5,4.5,21.1,51.17,0.9,18.68,59.15,0.9,21.1,51.17,0.9,19.34,56.97,0.9,21.1,51.6,0.9
186,19,45,28.58,64.0,4.5,4.5,4.5,4.5,4.5,21.1,51.08,0.9,18.64,59.17,0.9,21.1,51.08,0.9,19.1,57.5,0.9,21.1,51.51,0.9
186,20,0,28.3,65.0,4.5,4.5,4.5,4.5,4.5,21.1,50.99,0.9,18.61,59.17,0.9,21.1,50.99,0.9,18.97,57.87,0.9,21.1,51.4,0.9
186,20,15,28.03,66.0,4.5,4.5,4.5,4.5,4.5,21.1,50.91,0.9,18.59,59.17,0.9,21.1,50.91,0.9,18.87,58.15,0.9,21.1,51.32,0.9
186,20,30,27.75,67.0,4.5,4.5,4.5,4.5,4.5,21.1,50.84,0.9,18.57,59.15,0.9,21.1,50.84,0.9,18.78,58.37,0.9,21.1,51.25,0.9
186,20,45,27.47,68.0,4.5,4.5,4.5,4.5,4.5,21.1,50.76,0.9,18.55,59.13,0.9,21.1,50.76,0.9,18.72,58.52,0.9,21.1,51.19,0.9
186,21,0,27.2,69.0,4.5,4.5,4.5,4.5,4.5,21.1,50.69,0.9,18.53,59.11,0.9,21.1,50.69,0.9,18.66,58.63,0.9,21.1,51.12,0.9
186,21,15,27.2,68.5,4.5,4.5,4.5,4.5,4.5,21.1,50.59,0.9,18.52,59.04,0.9,21.1,50.59,0.9,18.62,58.67,0.9,21.1,51.01,0.9
186,21,30,27.2,68.0,4.5,4.5,4.5,4.5,4.5,21.1,50.47,0.9,18.51,58.96,0.9,21.1,50.47,0.9,18.59,58.67,0.9,21.1,50.88,0.9
186,21,45,27.2,67.5,4.5,4.5,4.5,4.5,4.5,21.1,50.35,0.9,18.5,58.87,0.9,21.1,50.35,0.9,18.56,58.64,0.9,21.1,50.74,0.9
186,22,0,27.2,67.0,4.5,4.5,4.5,4.5,4.5,21.1,50.22,0.9,18.49,58.77,0.9,21.1,50.22,0.9,18.54,58.59,0.9,21.1,50.59,0.9
186,22,15,27.2,66.5,4.5,4.5,4.5,4.5,4.5,21.1,50.1,0.9,18.48,58.67,0.9,21.1,50.1,0.9,18.52,58.53,0.9,21.1,50.46,0.9
186,22,30,27.2,66.0,4.5,4.5,4.5,4.5,4.5,21.1,49.99,0.9,18.48,58.56,0.9,21.1,49.99,0.9,18.51,58.45,0.9,21.1,50.33,0.9
186,22,45,27.2,65.5,4.5,4.5,4.5,4.5,4.5,21.1,49.87,0.9,18.47,58.45,0.9,21.1,49.87,0.9,18.5,58.36,0.9,21.1,50.21,0.9
186,23,0,27.2,65.0,4.5,4.5,4.5,4.5,4.5,21.1,49.76,0.9,18.47,58.34,0.9,21.1,49.76,0.9,18.49,58.27,0.9,21.1,50.08,0.9
186,23,15,26.92,64.25,4.5,4.5,4.5,4.5,4.5,21.1,49.6,0.9,18.46,58.17,0.9,21.1,49.6,0.9,18.48,58.11,0.9,21.1,49.93,0.9
186,23,30,26.65,63.5,4.5,4.5,4.5,4.5,4.5,21.1,49.42,0.9,18.45,57.98,0.9,21.1,49.42,0.9,18.47,57.93,0.9,21.1,49.74,0.9
186,23,45,26.38,62.75,4.5,4.5,4.5,4.5,4.5,21.1,49.22,0.9,18.45,57.77,0.9,21.1,49.22,0.9,18.46,57.74,0.9,21.1,49.55,0.9
186,24,0,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,49.01,0.9,18.44,57.56,0.9,21.1,49.01,0.9,18.45,57.53,0.9,21.1,49.33,0.9
187,0,15,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.85,0.9,18.44,57.4,0.9,21.1,48.85,0.9,18.44,57.37,0.9,21.1,49.15,0.9
187,0,30,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.7,0.9,18.43,57.25,0.9,21.1,48.7,0.9,18.44,57.23,0.9,21.1,48.99,0.9
187,0,45,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.58,0.9,18.43,57.12,0.9,21.1,48.58,0.9,18.43,57.11,0.9,21.1,48.86,0.9
187,1,0,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.47,0.9,18.43,57.01,0.9,21.1,48.47,0.9,18.43,57.0,0.9,21.1,48.73,0.9
187,1,15,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.38,0.9,18.42,56.92,0.9,21.1,48.38,0.9,18.43,56.91,0.9,21.1,48.64,0.9
187,1,30,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.31,0.9,18.42,56.84,0.9,21.1,48.31,0.9,18.42,56.83,0.9,21.1,48.57,0.9
187,1,45,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.26,0.9,18.42,56.77,0.9,21.1,48.26,0.9,18.42,56.77,0.9,21.1,48.52,0.9
187,2,0,26.1,62.0,4.5,4.5,4.5,4.5,4.5,21.1,48.22,0.9,18.42,56.72,0.9,21.1,48.22,0.9,18.42,56.72,0.9,21.1,48.49,0.9
187,2,15,25.4,64.25,4.5,4.5,4.5,4.5,4.5,21.1,48.15,0.9,18.41,56.68,0.9,21.1,48.15,0.9,18.41,56.67,0.9,21.1,48.42,0.9
187,2,30,24.7,66.5,4.5,4.5,4.5,4.5,4.5,21.1,48.07,0.9,18.4,56.64,0.9,21.1,48.07,0.9,18.4,56.64,0.9,21.1,48.34,0.9
187,2,45,24.0,68.75,4.5,4.5,4.5,4.5,4.5,21.1,47.98,0.9,18.38,56.6,0.9,21.1,47.98,0.9,18.38,56.59,0.9,21.1,48.23,0.9
187,3,0,23.3,71.0,4.5,4.5,4.5,4.5,4.5,21.1,47.87,0.9,18.37,56.54,0.9,21.1,47.87,0.9,18.37,56.53,0.9,21.1,48.11,0.9
187,3,15,23.03,73.75,4.5,4.5,4.5,4.5,4.5,21.1,47.82,0.9,18.35,56.54,0.9,21.1,47.82,0.9,18.36,56.54,0.9,21.1,48.04,0.9
187,3,30,22.75,76.5,4.5,4.5,4.5,4.5,4.5,21.1,47.8,0.9,18.34,56.56,0.9,21.1,47.8,0.9,18.34,56.56,0.9,21.1,48.01,0.9
187,3,45,22.47,79.25,4.5,4.5,4.5,4.5,4.5,21.1,47.8,0.9,18.33,56.61,0.9,21.1,47.8,0.9,18.33,56.6,0.9,21.1,48.0,0.9
187,4,0,22.2,82.0,4.5,4.5,4.5,4.5,4.5,21.1,47.82,0.9,18.32,56.67,0.9,21.1,47.82,0.9,18.32,56.67,0.9,21.1,48.01,0.9
187,4,15,22.07,82.5,4.5,4.5,4.5,4.5,4.5,21.1,47.82,0.9,18.31,56.7,0.9,21.1,47.82,0.9,18.32,56.7,0.9,21.1,48.01,0.9
187,4,30,21.95,83.0,4.5,4.5,4.5,4.5,4.5,21.1,47.82,0.9,18.36,56.52,0.9,21.1,47.82,0.9,18.32,56.68,0.9,21.1,48.01,0.9
187,4,45,21.82,83.5,4.5,4.5,4.5,4.5,4.5,21.1,47.81,0.9,18.49,56.06,0.9,21.1,47.81,0.9,18.33,56.64,0.9,21.1,48.0,0.9
187,5,0,21.7,84.0,4.5,4.5,4.5,4.5,4.5,21.1,47.81,0.9,18.68,55.41,0.9,21.1,47.81,0.9,18.34,56.59,0.9,21.1,48.0,0.9
187,5,15,22.1,82.75,4.5,4.5,4.5,4.5,4.5,21.1,47.85,0.9,18.88,54.76,0.9,21.1,47.85,0.9,18.37,56.55,0.9,21.1,48.04,0.9
187,5,30,22.5,81.5,4.5,4.5,4.5,4.5,4.5,21.1,47.93,0.9,19.12,54.02,0.9,21.1,47.93,0.9,18.4,56.5,0.9,21.1,48.12,0.9
187,5,45,22.9,80.25,4.5,4.5,4.5,4.5,4.5,21.1,48.02,0.9,19.35,53.33,0.9,21.1,48.02,0.9,18.44,56.46,0.9,21.1,48.24,0.9
187,6,0,23.3,79.0,4.5,4.5,4.5,4.5,4.5,21.1,48.14,0.9,19.58,52.68,0.9,21.11,48.1,0.9,18.48,56.44,0.9,21.1,48.37,0.9
187,6,15,23.88,77.75,4.5,4.5,4.5,4.5,4.5,21.1,48.27,0.9,19.82,52.05,0.9,21.25,47.82,0.9,18.52,56.45,0.9,21.1,48.5,0.9
187,6,30,24.45,76.5,4.5,4.5,4.5,4.5,4.5,21.1,48.42,0.9,20.07,51.43,0.9,21.43,47.44,0.9,18.57,56.47,0.9,21.1,48.65,0.9
187,6,45,25.03,75.25,4.5,4.5,4.5,4.5,4.5,21.1,48.59,0.9,20.28,50.94,0.9,21.55,47.27,0.9,18.61,56.52,0.9,21.1,48.81,0.9
187,7,0,25.6,74.0,4.5,4.5,4.5,4.5,4.5,21.1,48.78,0.9,20.48,50.53,0.9,21.61,47.29,0.9,18.66,56.58,0.9,21.1,48.99,0.9
187,7,15,25.88,73.5,4.5,4.5,4.5,4.5,4.5,21.1,48.96,0.9,20.66,50.15,0.9,21.62,47.43,0.9,18.7,56.65,0.9,21.1,49.17,0.9
187,7,30,26.15,73.0,4.5,4.5,4.5,4.5,4.5,21.1,49.14,0.9,20.82,49.84,0.9,21.59,47.7,0.9,18.75,56.7,0.9,21.1,49.36,0.9
187,7,45,26.42,72.5,4.5,4.5,4.5,4.5,4.5,21.1,49.33,0.9,20.94,49.66,0.9,21.5,48.13,0.9,18.79,56.76,0.9,21.1,49.54,0.9
187,8,0,26.7,72.0,4.5,4.5,4.5,4.5,4.5,21.1,49.5,0.9,21.01,49.63,0.9,21.37,48.69,0.9,18.83,56.83,0.9,21.1,49.72,0.9
187,8,15,27.1,71.5,4.5,4.5,4.5,4.5,4.5,21.1,49.72,0.9,21.05,49.72,0.9,21.21,49.37,0.9,18.86,56.93,0.9,21.1,49.93,0.9
187,8,30,27.5,71.0,4.5,4.5,4.5,4.5,4.5,21.1,49.95,0.9,21.07,49.87,0.9,21.14,49.82,0.9,18.9,57.04,0.9,21.1,50.18,0.9
187,8,45,27.9,70.5,4.5,4.5,4.5,4.5,4.5,21.1,50.2,0.9,21.08,50.06,0.9,21.12,50.15,0.9,18.94,57.18,0.9,21.1,50.46,0.9
